participant_id,created_at,demographics,runs,has_run
qnJdJVxsjweSx3GiZa0eo1XhKH23,2025-12-16T21:24:54.044000+00:00,"{'age': 27, 'clarityNow': 3, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
r3rvDHiKcJV0iAdIxmwb8snxLD52,2025-12-29T11:09:16.014000+00:00,"{'age': 21, 'clarityNow': 7, 'screenTime': 4, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Prefer not to say', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
rz7q3ryW8qMQFtHJIayqoyGNNXB2,2025-12-20T17:19:12.046000+00:00,"{'age': 25, 'clarityNow': 4, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
s73u1fArucbKvHlNYunn9evnWN22,2026-01-11T20:41:57.107000+00:00,"{'age': 35, 'clarityNow': 8, 'screenTime': 6, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'Not sure / Self-diagnosed'}",,
s9tIJMSnsUSYEIi2vpUjY3QfqQs1,2025-12-15T22:20:06.392000+00:00,"{'age': 35, 'clarityNow': 7, 'screenTime': 4, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Rarely', 'autism': 'Yes'}",,
sNSmpssU5ePuDiuQWylxfBWgJNl2,2025-11-20T23:47:17.330000+00:00,"{'age': 84, 'clarityNow': 7, 'screenTime': 3, 'flow': 'Often', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",1.0,True
sRQ5lv918MO71CWvTFem9UrnyIV2,2025-12-14T09:36:44.170000+00:00,"{'age': 39, 'clarityNow': 10, 'screenTime': 8, 'flow': 'Rarely', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
sodvLVssCoe8Go2t0iiHdBcv57q2,2025-12-09T23:36:39.975000+00:00,"{'age': 24, 'clarityNow': 6, 'screenTime': 4, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}",,
tPIXu4qa6mafQhj6gVtrCIQvp572,2025-12-11T21:07:44.543000+00:00,"{'age': 29, 'clarityNow': 7, 'screenTime': 6, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'autism': 'No', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'gender': 'Prefer not to say'}",,
tWCoChndr1QfhUD8uh6RW574j0K3,2025-12-16T00:58:55.410000+00:00,"{'age': 52, 'clarityNow': 8, 'screenTime': 10, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Yes'}",,
uXrJw4hPKbbG7UrWT2iiz8RwpCJ3,2025-12-06T16:39:40.777000+00:00,"{'age': 54, 'clarityNow': 5, 'screenTime': 6, 'flow': 'Rarely', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Rarely', 'autism': 'No'}",,
vE4oQNnACGUOvuluRMyKhyn6KJl1,2025-12-16T17:19:35.052000+00:00,"{'age': 28, 'clarityNow': 5, 'screenTime': 12, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, a few times per week', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'Yes'}",,
vXnPiicu1RUv2pH00eQyqpTSRM93,2025-12-27T19:37:53.407000+00:00,"{'age': 24, 'clarityNow': 10, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Sometimes', 'autism': 'No'}",,
vZDDy2uScLYiMFcSGSwsChu4Pks1,2025-12-20T23:18:12.540000+00:00,"{'age': 22, 'clarityNow': 6, 'screenTime': 5, 'flow': 'Rarely', 'psiPossibility': 'I am skeptical', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
vhAuWHlLmSb0iY4B4weSuSprUey2,2025-12-16T18:11:23.009000+00:00,"{'age': 34, 'clarityNow': 8, 'screenTime': 4, 'flow': 'Often', 'psiPossibility': 'I am open to the possibility', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
voxVXTS5tuZosgzjYFbrZZPNDe32,2025-12-09T03:13:24.125000+00:00,"{'age': 18, 'clarityNow': 5, 'screenTime': 4, 'flow': 'Rarely', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
x7tQpQhNPbZibvd5KKIB77OLaQA3,2025-12-05T02:43:12.456000+00:00,"{'age': 18, 'clarityNow': 5, 'screenTime': 3, 'flow': 'Occasionally', 'deepWork': '1–2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
xIO1wZGsyufv1at5dKzEnAKOVh52,2025-12-19T00:30:58.407000+00:00,"{'age': 42, 'clarityNow': 10, 'screenTime': 2, 'flow': 'Often', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
xmHRKIZuWweHe58UK3nT68ZM1Oj2,2025-12-23T16:09:04.901000+00:00,"{'age': 20, 'clarityNow': 6, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'More than 2 hours', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
xs3pWM75sgg0Nzek95risw5Fbnn1,2025-12-28T06:56:11.885000+00:00,"{'age': 22, 'clarityNow': 3, 'screenTime': 12, 'flow': 'Rarely', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Less than 1 hour', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
xyjncyhmgBfLqncgbus7bZvsnO62,2025-12-10T02:05:19.079000+00:00,"{'age': 35, 'clarityNow': 9, 'screenTime': 7, 'flow': 'Often', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Male', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'No'}",,
y612YV0ACNSi8gs6TnC3QIueQi23,2025-09-17T04:12:30.421000+00:00,"{'age': 59, 'clarityNow': 4, 'screenTime': 5, 'flow': 'Occasionally', 'psiPossibility': 'I am open to the possibility', 'deepWork': 'Rarely or never', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",11.0,True
yDBP7OPuGzbXsj38NfjH8rXERQX2,2025-12-18T14:27:18.456000+00:00,"{'age': 21, 'clarityNow': 10, 'screenTime': 7, 'flow': 'Occasionally', 'psiPossibility': 'I am skeptical', 'deepWork': 'Less than 1 hour', 'meditation': 'Rarely or never', 'gender': 'Female', 'diagnosis': 'No', 'scrolling': 'Sometimes', 'autism': 'No'}",,
yXqTavuOnXWd2SjRziAcTeT2lb12,2025-12-28T20:34:51.485000+00:00,"{'age': 35, 'clarityNow': 9, 'screenTime': 12, 'flow': 'Often', 'psiPossibility': 'I am skeptical', 'deepWork': 'More than 2 hours', 'meditation': 'Yes, a few times per week', 'gender': 'Male', 'diagnosis': 'No', 'scrolling': 'Frequently', 'autism': 'No'}",,
zLJxHujaCTWw5N1uuC7dXRHxYSw1,2025-12-10T17:11:30.144000+00:00,"{'psiBelief': 6, 'clarityNow': 6, 'screenTime': 5, 'age': 59, 'flow': 'Often', 'deepWork': 'Less than 1 hour', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Not sure / Self-diagnosed', 'scrolling': 'Frequently', 'autism': 'No'}",,
zY1zpgh7VrO0DlIrAuPRRz01j7D3,2025-12-21T04:58:28.180000+00:00,"{'age': 55, 'clarityNow': 7, 'screenTime': 2, 'flow': 'Occasionally', 'psiPossibility': 'Yes, it is definitely possible', 'deepWork': '1–2 hours', 'meditation': 'Yes, daily', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Sometimes', 'autism': 'No'}",,
zwVLD96Jmsdy4n2yFsouXODAJSD2,2025-12-09T21:34:24.794000+00:00,"{'age': 29, 'clarityNow': 2, 'screenTime': 5, 'flow': 'Rarely', 'deepWork': 'More than 2 hours', 'meditation': 'Occasionally', 'gender': 'Female', 'diagnosis': 'Yes', 'scrolling': 'Frequently', 'autism': 'No'}",,
