sitting_id,started_at,block_idx,provider_actual,assignment_bit,subject_gets_first_half,hits,demon_hits,n,bits
pv_1787814176813_4bf8ba,2026-08-27T07:02:56.813Z,29,outshift,0,false,84,79,150,0010011001000101101110111101001100110110101010010100001000100100100011110111001100111010000111100000011101101100100010001000111000101000101101110110001000001000001000010011010001010110000001011011000000111110000011001011111100001010001000100011101010100100111110111011001001100011111000001110111000110
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,0,outshift,0,false,82,64,150,0001100100110001111001110101100110111111000001001011001100111111011000011000110011010110010011010101110011011111010011011011111011111110010011001100111101000001000011100001010001001010100011110001111000111110011100110101110000101100100010101100000011000011101110110000001001011111111010011000100010100
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,1,outshift,1,true,80,85,150,1110110000100000100101001000110010110100111000111111011100100010110001111011011000101100011101000111110010010101000001000110010101011011110010000001100101001110100111010000110001001111000000010000000001111101011100111011011110110100000100100111101010111000010000011001000011011101011000010000010010000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,2,outshift,0,false,78,70,150,0100111010001001111101100000010110010001011110101001101110111111110100011000110101001111001000111100011111000011101110100101101011101101011010110000000001111010010010011011111110110011110011111101001000100100011100011100100000000100011110001110010011010010101000001001111010110101110101000110001100000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,3,lfdr,1,true,71,74,150,1010110101101110100011010101100000111110011111111100111000010000011101101111110001010111111000110110110000000001000110101101001001100111001011010100110011001100101111001101110100001111110011100000001001100100101111111101001011110110011101001101000001101010110000111001011001101010010110011000001101000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,4,lfdr,0,false,76,74,150,0110011010100000000111100101011010011110110001010011000011001100001111001101000010011101001111011011101011100011001110000101110111100010001111011001010011110011111100101101010010111101111001011110110111010010001001111000011000111001000011100011110001000100000101100010101000011001000110000111000111010
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,5,outshift,0,false,75,76,150,0111001111000100110000010001101111111100001101000111101111010001000000111011000010100001101011101000111100110110100010111001001001100110011110001010001100100011110010010101001011001110100110010110010011100001111110101110001111010010110001010110011001100010001000111000101010110010001110111011101001001
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,6,lfdr,0,false,71,80,150,0100011100010100100011100010010000011101110010100001010001000110111111100000001011000000111100111010011001111011111100000001100101001111100100101101001111010000010101001100111101000111110000010010000101110110110110100111100001001101110010110000100010111111110011010110010110100110111010101111010001110
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,7,lfdr,0,false,66,77,150,0001010110010001100100011011011100101101010000110001110001110011111100010110111000101110001011101011110010001101110001011111000111000001001010001100000101101110010100111011001101101011010101111011011110011011111001001110110110101110010100101100011010100010110001111000011010000111010011110110100101010
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,8,outshift,0,false,81,76,150,0100000010010011010001000011011001000000110011110101110100000100011110101011001100001111000110101010011111100111011011011011111001010100011110010100011001010101101100101111010001110010100111101101000111011001110000010001000010100111101100011011000000100001101110001100000011110101101000001100001111000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,9,lfdr,1,true,74,83,150,1000010000110001000011011110011011001110001111110100011111011010111001101000000001001000110100111001011001111111111000111001100011100111010100100011001001110010100111100100011100101101110101010011110100010011010101000010001100100000010101000101011011001010010010000100100101110110110010100001010110001
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,10,lfdr,1,true,75,79,150,1011010110110000110101010011011111001100010000100010110000100000110011111111011010110010001101100000011000101000111110011000010111011101111000001101111001010001100100110100001001001100000011011000001010001000011100001100001100110100101101010010001111110000011110101100111010110101101110111001011111011
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,11,outshift,1,true,79,81,150,1001100101010001001111101111000110110000000001111100010101001010000011010111101110000011101100101110100101010011010111110000001111100000001001011011000000010101011111100111110000100100010011011011100100010001011010011000010001000001011111101100010001001010101101001100001000011011110010101010111011000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,12,outshift,1,true,69,75,150,1011010010100101110011111011000000100000100110100100101011111101000110100111101010011101110001011001111111111111100111100100111100011000101100001011001011000100001011000010111110001001000101000000000100011110010111011011101011001010100100111101100011011101101000101110011001100011101101011111010101110
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,13,outshift,1,true,65,77,150,1100111011011100100101011001001100100011100100000011110111101101011101000111001100010111011111111101001111111101010001000111111000011001110110100111100101010101000111011010000000000100001100101101010101101000001101010100111000010010111001001111011110000010110011011011110101110011111000101010011010011
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,14,lfdr,0,false,88,84,150,0101110010001101000000100001100011010010011000010010011111001110110110100010010001101010111010100010011110001111000100011100101000010110000001110110000001011010101101110111010000011000110001010010000101010000001111010010000011101001000111100010100110100100011100101000001110110100000111000010000010010
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,15,lfdr,1,true,75,77,150,1001101000100011000001111010011011001110111101110110110011000000111110010111010100111000110110011010111110100011000101111100111000100000000101001000011110101010101010110101111011010011001110100110100100111101001000001100010010001100110000101010011101010110001011101100110100011001000000110011011100011
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,16,lfdr,0,false,74,65,150,0000111011111111101101001011101110111011101000011110010111011110001100111010011111000100010001110000111010011110110111100110010001100001010010101101011010010010101000000000110100111001101111110111000011101000011011101001111000100100010100111011011100011111111110110111000000001011101010100010110101100
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,17,lfdr,0,false,76,75,150,0011000010100110000110110010100110010001101101001000011011101110100010110001101111111110101111010100000111110000101000110010011000110001100101111110100101100010000101110011110100110010010010001100011011011000110111111010101111000010111001101010101000010000110100001001011001111000111110011000001110110
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,18,lfdr,0,false,75,79,150,0011111100110011010100100100011001011100111101010010010011001010110001001100100001100011001010110100011001001001110000100001100011100011101011011001101001111010010010111000111001101001110010110011010001110100011111110011110110010110001111001001001000110011100000000111010101000011000010111101000110011
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,19,outshift,0,false,79,66,150,0101000011111000000011111100111000101101001011101010100011101011001010111110011001011100110111100001001111011010001111101011000101011110111101010101101110001010011000111010011001110001000100001000100100011000011111011100001110110011101000100110111110110011001110100010011001001010001100110001110101100
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,20,lfdr,0,false,72,76,150,0001101111000010101011110011001100101010111010000100000000011110111110000110111001110111111111000000000111100111011101001101110010001000000010000111010000011011011100111010001001110111011010110001011010011110100111100011011111010010110000000111111001000100100101111100000100100011001101111100001011011
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,21,outshift,0,false,78,75,150,0111111100011111010110011011110101001000000001110001001001011101011111111001100101000001010001101000000100111101110110010001100001010001000111111000110010110100010000111101010000001011010111001110011011110101001010100011110000001110000101111111100000101001111101111001111100011010100011000010010000000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,22,outshift,0,false,80,74,150,0001001100110001011010001010101101000010010001001100101101101110000110000010100101100110111111011110110111001010100101101111100111101000000101111010110110111000100010111011110010101100010010110100101000000010011000011111100100010010101001000011001111001011110111000011011010101010110010000101100010001
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,23,lfdr,1,true,69,71,150,1110110011111011100011110101100100110101100000100110101111011101000100110011001011110011100100101111000010101111100001101101011010000100000111110110110111111000001001110001111111100010010100100101011000001110000010111110110000101001110101000101001101101101011010001111101010110110110101000001111101011
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,24,outshift,0,false,85,73,150,0100111111111100100011000100101111110001011110100001101010100100000011000010010111100010011100010100110001101001000111000110111011101001001111011111100111100111011100101011111100100010100010011000100011001011100001000010100010001010011000000011000100000001100100001011011000001101100010110101001111101
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,25,outshift,1,true,80,78,150,1010010000100111010101110101010101110101100110001100000111100111100011111001010000100101001001100010010111101000010110111111100000000100001011101000010010101111110000001101100000000110111100110100000111110011011011000011011001001010011000011110111010101111110000011100010110010001111010000000101110000
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,26,outshift,1,true,69,69,150,1001011000011100010001010101100001110111011110100111011000100010110111001101100111101011001110001011010101010010101111011011011011101111001101000001011010010000110110011111111100111100111101011110011110011011000011010111000011100001011100100000011001011110101101000110111001000001111111011010010110010
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,27,lfdr,0,false,79,71,150,0111110101101000000111001001010000001011011000000000111010110010010011000111111110111001100101110011111110111000011101110100101110111110101011000101000001100001000111001000110110111100111110100100100111100011100000000111000011010111101100111010110010010110001110100101001100100000111101001010100001001
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,28,outshift,1,true,66,78,150,1000000011111111111100110010111000101101111101001011001110001010101100110101000000000101110101010111111111101010000111100000100111101011101111011011101111001011001011110011000111011001111101100110011001101100001100011011100101010101101000010101111101100000000000010010010100101010000000101100011101110
pv_1787875322795_cbde3f,2026-08-28T00:02:02.795Z,29,lfdr,0,false,68,76,150,0010100010000000000111111100010100000011101111011010100011001001110000110111101110001111010100100110011101101001100001010000001010111111010111001001111001101100110101100001011111100100011010111011101111111001100100011110011100100111110011111000110000101010010001111111100000110111111111000001010100000
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,0,lfdr,1,true,72,77,150,1100100100110111000100111100010000010011001011010000110000111100101001111000001111110111011101000101100100001111110001001100111110011011101111001011101001000111110011101101100011000100010100001001001000110101001010100001101010001011010001011110101000110100010011110011110110011011101011110011111000001
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,1,lfdr,0,false,76,80,150,0110101011011110111110000100110110101101101010001011101010001100010101000011110111011110001101101100000100000000011010100001000010010010100010010100011110111110010101110010100010110000010110001001101110011101000100000011110111101111000000000110010101011100111111001000010000011101011001000100101011111
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,2,lfdr,1,true,79,77,150,1100011101010010001011001110110111101100010110101101101001011110100000000111110000000010000010111011001110010000110000001110001110111100011010010100011010101110001001100111011011100011000111000001010011011010101001001110000011111000010111001111010011000110011010010101111100110011100100101100000000011
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,3,lfdr,1,true,68,72,150,1111011110111000011011000000011100111001100110001101111100010110110100010000011011101110001001111011000011101110100101100101111011011101010010101111001001111101010011011001011001110011010110010100010101001111110101101011110111101100100010011001010010110010101011000111000100001000110011101101100000111
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,4,outshift,0,false,72,73,150,0001111110110100100100011011001111110100001001001110000110100011011010111010001111110111011101101010010000011110000110100010010110101011000101100010101010011011010101000111100001100011010000011011110001000111100010101111100000100010100111110010011110110111111100011100100110100100000001001111111111110
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,5,outshift,0,false,79,67,150,0111111101001110001111001101111001010111010000011011111010001101111110100010100111110111101000001110100111000110010011111000111001000001000011100110101010100000001111110011010110101010000111011001001001010101101010111010011110000101110110111001111001101001100100011101101000011100001001110000000001000
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,6,lfdr,0,false,86,79,150,0001001101111101101000011001010001011000000001001100000100111010000110010101111001101010001010010001110101111111110000101001110001001110010110110110001010010101101100010011000000011101101000001010011000000011001010011111101110011011000011110000001001100000110100110000000010101100101011110101000100101
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,7,outshift,0,false,75,77,150,0010001111000100010001000110110000001101101010001011111100011110100011011000110001010011110100111000101010101101000110010110100011010110101100011110110101110000111000110011100011010100011100100101101010100110000011001100100010010001111111111110110110001110010010100011100011010011011101010110000001110
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,8,lfdr,0,false,89,71,150,0011001010010100011111000011111101110101001110111000100001000000111101111101010111101000011101011011101001011111001110000011001000000010101101111101010000000000010111100110010101100011111100110110100001111000100000101110001101000100010100000101101000001101100101000001100000110100010001011100010010011
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,9,lfdr,1,true,77,72,150,1010000010011001001011010011111110010101111000011000101100011000000111010101001101011100100010011110111010010000001110001111110110101111001100101000100000000110011011011101110000111111110000111010001111011101110010010010100110110000011100011110010011000101100010101011101001110110110010010011001011101
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,10,outshift,0,false,75,69,150,0101001100100101010100111001000100010100111001011001101010110110011010100111111111011100101111101010101000011111000101010111011011010110101011100100100110000000001100101011111100001100010110011011110010100001101100011111100101011110011010010011100111001001001100010111011001100100011010001111001011100
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,11,lfdr,0,false,78,66,150,0100001001110110111111000101111101110110001101101111010001011100111111110010100110010110101001100010100001111100110000111111100001011001010110001101110100101111011000100101001011010111000100100000111000010001100000110101010110111110011000100001111110100110011001100101000011000011001111110010101101100
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,12,outshift,1,true,74,77,150,1101011000010111000001101001101110100110101111001011110001110110011010001110010100101001011011010100111000001001010111010110100010000101010011101011101100111011011011100101110000010010010111110000011001110110000010011110000101101110111001110101011011011010110001000111000001100000000011011000110100110
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,13,outshift,0,false,77,65,150,0010011010101010111001100101111000100001001001111111101110101111010011110001111110010111001100010111101001001110101010001110010111100101100111110100110101000010111101100001010000000110100101110110001011011111000100110011000101100010010001011001011000001111100101001110011011111110101110100001010000111
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,14,outshift,1,true,71,73,150,1111110010111111110000101101100001101010011011111110110110000110101011100100011111100100010011001100100000011110110101110000000100001010011011110011001111010111011110010111011010011110011101110011001100000110010001010100111010110001111000011011101100001010111000001011101000110001101111100001100000100
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,15,outshift,1,true,77,78,150,1100011110011101110001101110000011101001101010011000000011101001010010100110000010111101000010011001111010001100011110000011101110110011000001111001011010101110000001100011010100000011011111111100100110010001000111011100100101101110010100011001111001110010100010001110111000111000101101010010000001011
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,16,lfdr,1,true,66,76,150,1001000011101011011011111111011011100010011101000111101001101010010101001011100110111111000001000111110110000000011110101000011100001011111111111101011000000110100000100100111001010110011110001110011110110111101001010111010001100011000011000100100001100111100001010001101101110110101010111001101111010
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,17,outshift,1,true,71,69,150,1010111001101110101011101110000101111011100010100110000011100111110011100110010100010100011001111110101001100101111111110101000000010000010101101101010111111010001011100001001111110111001011001110001011101100111001111101111101000011011000111101011100111110100010011111011000110010010000101000011000000
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,18,outshift,1,true,80,76,150,1110100000111001101111000011000101001000111001111110110010000000001011110000110010100110110110111001100110111000111000100100101110000110000000111100100100100100111001010011110010011111101010001111101101010110110010101011010110100110101100010000101000101000010000110110010000011010001011000011111111100
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,19,outshift,0,false,76,85,150,0001001100010101001010111001101010011100011011000011010101011000100010101011001000010111110100000001001001000100111010000101100010110100110100001101010000010010110011011110100111101101111011110001000000010101000001011111000111000000010001001110011111101101101101000000110011111000110110001111010011000
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,20,outshift,0,false,77,70,150,0001011000001011101011110100101011010100011011011001100110000001110011100111101001010100111110000011101000010110111111011110000001011111101000111101110001010000011100100110001010001010000101010100111010110011101001100111100111100101010111010100110111101011011110000100010100101000001011101110001100110
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,21,outshift,1,true,72,70,150,1010110100011010011000011000110110110110011101111101001101011000011110101101100101000001101101100011101000100001101010011001110001111000111110110010101101110111111000001011010011011100110000000010101101111001011010000100111011111001000110011101011000101010110010111101100000011001111110001101100111011
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,22,outshift,1,true,76,79,150,1010111010010111101001110110100100101000000101101010001100101001100001011111010111101011101111110000100000110100111111010011000101100000010100101101000000100101001011000111000100100110100011100110111001110100110000110111011001101001000110010000011011110000000110100101000000111100111111111100000101110
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,23,outshift,1,true,64,70,150,1110111110001111111010101101100101010111100001101011100001000010101111001110101100100100111011011111101010010111010111101000101001100000001111011011111001110011111101010010000001000111000011111010001100111001100111110110011001001000010011011100011110100111111111010011000011010010110111100100011100111
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,24,lfdr,0,false,68,68,150,0111101110111000100111010010110111000110000101111101101101100100111010010100110001111101101010010111101011111100100101100101101010100100110110010000100000110010110110011001100101110000001010010100101100010000010000110100111111101110111101010001101010111001011111011010111000100100011111111111111111100
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,25,lfdr,0,false,81,72,150,0101101110110000110011010101011010011011001010101000001111011101110101000010100011011100011111110010100010001111000000110101100000101110010111101001111000000111010100001011000100111000000011000011011011110111110110010000010111100011001001111011001001000101001010100010010111111011101100000010101100001
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,26,lfdr,0,false,70,79,150,0100110110001100101011011000000101110100111000101001010001101001011001011010110101101111011000001000111000110000110010100101110000011110010001001001111000110111001101110001111111011101111001011001000110010101010110101000101010000001101101001111000011100111000111100100110110011010101101001000011111011
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,27,lfdr,0,false,64,77,150,0101011000110010010111101101100011010011000110010010100100000011100100000101001101001111000111010110100001011011100001011111100001111100001011110000111010111001111011100100101111010011011011100110100011110001111101001010000100001111100111011110101000000110101111101111110111000001111111011001100101100
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,28,lfdr,0,false,79,86,150,0000011010110001100100101011010110110111100010100011001010001010110000010000010100100011110000010001011011110010000111000000000010111000111010100100111100110101001010111000100100100110001100100000100010101001011011001100111110101100011110101010011000100110100101011111100010111110111100001000100010000
pv_1787875935680_cd4574,2026-08-28T00:12:15.680Z,29,lfdr,1,true,79,77,150,1011001001001110110011000101001101001001100101100010001111101110000111001100000100000100101101000000011110111111100101101000001000111110110001010011110111011010111101100000000010000000011000110000110011011010000010110110101110010101101110101011000111011111100001100010001101110000101101111010000111010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,0,outshift,0,false,76,77,150,0100100010110011101110100111010111110101100100100000000110010010100101010100101111101100100111111111100101110101100011111000100010111100010011000000101100101001110011111100100100111011010111000111110010010110001100011110101110111101010111100101100000010110000100110101010001101001100010110100010100010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,1,lfdr,0,false,78,72,150,0011010100011000100001111100110101100101011001000001001011100001100010011110101000010101001111001110010001010111000100011111100100100101010101011111100100010011011101001101110100001001011010011101000100011100110001010011111000101101001101111001101110001110000101011111000101011011100110001101011001110
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,2,outshift,0,false,69,60,150,0100110010000100000000010110100010001000111000010010010011000110110000100101010001000001100010001000111111010010011101100010101001011000111001001110011110010010100001011111011010001000001000010001110111100010110001001110001110100001000100010001101110111000011111000100101111110010100100111001100001010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,3,outshift,0,false,79,72,150,0111100100100110010000010101000011110100101111011011010111100101100011000001000011001100111001010000010011110011110000111101101000101001110101100100010100100000100110111000110010111011110101110010110111001110001110110100101001111110001011101100100001111111001111000100011100010010001100110001011111000
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,4,outshift,1,true,67,68,150,1010010110001011010101101100010111100100010010100011000100111110101010100001110001101010101000110011000111010000000100101000000111110001001110100100110011100110010110001100000011001000001010011101101010111001010000110000000011100000000011110100010101101111011000000011000001100111101110101111110001011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,5,lfdr,1,true,86,72,150,1110011101001100000111110111101100110000111110100011111100001100001111111010101111111100011000110011110101011111010011001011100101010101001101111000001100100011111100101111010001110010101100110000010010000100100011100100010101110101101010110000010101101100000011110100001111101111010110100000011010011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,6,outshift,1,true,72,63,150,1001001110100010010010100011111011110101100110000110011000101000111000111011101100001101000010100000111111100011001110111010010001010011000010101100011110101110001010000000110011000000001110000011000100001100001010110000110100100100101011010101110100100010011110010111011110010010110101001000000100011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,7,lfdr,0,false,84,61,150,0001101001001010110011101010000100011000001001100000000000100110001111010110001111100101010001010111001110000011000010010010110110010000110101100010000110011001111000001111111011001010001000111011000111010101011001100110100101101011111001011100011010000111110100010111011110001110111001000111110011101
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,8,outshift,0,false,85,83,150,0111001101110001111001111111110001101010111001100001111111010011101000011011001100101101100001001100110010111111011101000001011110010010011011101000100101000110111110100110111100011111001100111001001000011000110011110001110000110111110001011100110100010111110101111111111110110011000001111001001110001
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,9,lfdr,0,false,77,67,150,0110011001101111011111001000100010101001000011100111101000001111010011010010000011011001100010010111100000100001011010110010010010111000001100011000000101110110001100001011001110101110011110011000010110000100100011010010010111111100000010001010110011000111111000110111111011001000101101011101011110000
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,10,outshift,0,false,81,77,150,0110001010111011100000101010110011000101100011111100000101001101000010101110010001111110010010011110101100100001110011011001011000101111011011101100011101101111011110111011111101001100101001001000001111101010110001111001001001101001000000011111101101110111010010111110111000110101011100000101100001000
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,11,lfdr,0,false,76,78,150,0000000101000000010111111010111010111111110011001110111011010100110110100101001100110110100001000101111010010011000011011010100000110111001001110110111011100011100011111001011001010010011110010111000101011001110001110000001111111001101011100010000011101111011111000010000010100110101010100101000101011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,12,outshift,0,false,77,77,150,0010110101101001111011011011001100100000010110010110010101100001000001111011100100010001100100111011011110111001011111101100111001110110110010000001100111111110101111001100000011100100101100110101000110111001110001000000010010010100111010000000001011000111110010101111100100111001110101100011111011011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,13,lfdr,1,true,78,79,150,1110001000101111100111110100000000110100100101011110110000111100111110011111111110101011001001100000001101000011101010010101110010100001100111010111010111110011110011101100011011000110101111011101011111100001011111000000001010001011111010001001110000011101011001110110100010000011101101010000011011100
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,14,lfdr,0,false,71,72,150,0100011100011111001000100110010100001000111100110001110001001101000011110111010110111011010010011011011001000110010000001001110011011011110010000000111010100110111111101010000011000110111000001011001101100100100001000111001001101010110110110100111010001001111101010101110000101011000011000010001001001
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,15,lfdr,1,true,67,68,150,1111010000011011001001000011010110101011001000001011000011100000000010000000110010011000001110000100111101110101010110111011001001111100001110101100101001110101111000000001101010010100011001101100011011101010010101101111010000111010110010101100110011000111001010101100001000001000000000001101101001011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,16,outshift,1,true,82,84,150,1000011111111010000011000110000111111001011001111000100111000101000011000101001110001111101100011110000111111100101110011001001010111111100111101001111100001101111101101010000000101101111110000111111101110000011001010011011110110110101101100101101010100101101111100001010001001111100010111111011111000
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,17,lfdr,1,true,80,76,150,1101010101100110101110011101011001000001111110010111110011110101111000000110011011100111010001100101101101001010100100111101100000011000100010011111101010101101000111010110111000010011101111111111001110110101000100010010110101000110110010111111110110010000010110010011001101100011000000011001010100010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,18,outshift,0,false,71,77,150,0101000011010111111011001010010100000111010101101110110000110000110001111100011101011111010001110010110000111111110010110111000011001001010100001100010110010100010011011100001011010000010010110110011100100011110001111100110001101111010110111010001100100000100110011000101100100011101101000001000001111
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,19,outshift,0,false,75,72,150,0010111111010100011001001101110101000101110110000010100000001101110111100100100010111000110000011001110010111001011001110001110000111110100010000011100000100000101111000101011110000011010010100101011111111101011111100111000011100101011000001111001001010110101101010110010010001101001111001001010100010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,20,lfdr,1,true,82,82,150,1101110001110101000001001111001101100110011110010001010101101010011101101100010100001111110111101111100101011101110000100010011111000110101000011101111101111000110010111010101010111010001000011011101010000010011010101010111110111111111101011111101001000111010111110000011010000111010000010010011111010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,21,lfdr,1,true,72,70,150,1001011111011110000001100011011101001000000111101000111110000111100001010100010011100001000101010110000111011100110001101010110010001101101110010001101001111001101011011010000010001111011011111000001100101100000000101101101001100110010111000110001110101111011000100100000000010101000001011010011100111
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,22,outshift,0,false,76,69,150,0001010001101111011100100110011100111001010000001100011001100010101001111110010010000011000110101010101000011000101010010010001010101011110101100011100101100111111110100101101101110011000010110100000010010000101111110011010011000010011111010101011010010011101011001100101010101100110010110010010000110
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,23,lfdr,0,false,63,80,150,0010111011000111100100011101101000011010011110001101111000111010010101010101100001100001111101001011000110001111000101011010111111111101001011001000011001100010000110110010010101010111010011101101010111111010011101110001000001000100101110101010010000110101001100000000100000010010001010001011001010000
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,24,lfdr,0,false,77,74,150,0001100110001010010111111011111100010100011101110100010001001100011001000000000110111111100101100000101000100110010111101100001011011010100111110100011100110101110011100011010110110011100001011000101110000010101111010011100011001100111111110000000111110001011010110101001011110001001001011001011010100
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,25,outshift,0,false,81,66,150,0000000000111100001100101001100111011111000010101000010001110011100100101011000010010000001000110110011011110011110010010010011010111101000011011000010100001100110111011001010111000011110010001100001011010110010010101010011010101011110110010011110100100101001111101001110010110111111100110101011100011
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,26,outshift,1,true,73,78,150,1110000011010000100000100010000110101101100010111101110110010000010101101110111110010000101001000001101001110100010101011110011001111011111011010010110111010010111001110100100110010000111001011000011010001110010001010100110001101100000111011101101010000010011110000101101100110011111001110111111101110
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,27,outshift,0,false,75,80,150,0110001011110000000000111000111001001001010011110101101101111110100111100111101100010101010100001101110100101111100110111010110111100010000011001100111011010010100011111011110010010001010011101000110101100110010011100110111100100001110110101001010010001000101110011011000101111100100101110010100110010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,28,lfdr,0,false,76,82,150,0111101001111001001011001011101011000001011010101000000111111100111101011010010011000011110111100110000011000110000011101011011111111110101011000001111101011110011101001111010011000001100000110001101011011010111100010010101010111000100100100110001100101001010001010101110101111001010101101011111100010
pv_1787876548261_7df8ee,2026-08-28T00:22:28.261Z,29,lfdr,1,true,70,70,150,1111100011111100000010001010000011001100010000110110001101000001101101000000010001110100101100111011001011110110100010111000110010111100101010101010101001111110001100101011000010010000000111000100111011010101000100001010100110000100001001010111001111100001111110110010110111010000111101100010000010111
pv_1787877160232_eaaa28,2026-08-28T00:32:40.232Z,0,lfdr,1,true,80,74,150,1010100111100111101010111111110101110001000111100010110011111111100001110011101111000111100001001110101100101010010111001000111010000000100100101000110111111111001101000110000101100101010111010111110000001101100000110001111101011100011011000101010101010010101111100101001000011001010100000100111001000
